StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,MTurkID,humanLike_bot_1,timer_humanLike_bot_First Click,timer_humanLike_bot_Last Click,timer_humanLike_bot_Page Submit,timer_humanLike_bot_Click Count,feeling_bot_1,timer_feeling_bot_First Click,timer_feeling_bot_Last Click,timer_feeling_bot_Page Submit,timer_feeling_bot_Click Count,trust_bot_1,timer_trust_bot_First Click,timer_trust_bot_Last Click,timer_trust_bot_Page Submit,timer_trust_bot_Click Count,pleasant_bot_1,timer_pleasant_bot_First Click,timer_pleasant_bot_Last Click,timer_pleasant_bot_Page Submit,timer_pleasant_bot_Click Count,attention_bot_1,timer_attention_bot_First Click,timer_attention_bot_Last Click,timer_attention_bot_Page Submit,timer_attention_bot_Click Count,familiarity_bot,timer_familiarity_bo_First Click,timer_familiarity_bo_Last Click,timer_familiarity_bo_Page Submit,timer_familiarity_bo_Click Count,humanLike_metal_1,timer_humanLike_met_First Click,timer_humanLike_met_Last Click,timer_humanLike_met_Page Submit,timer_humanLike_met_Click Count,feeling_metal_1,timer_feeling_met_First Click,timer_feeling_met_Last Click,timer_feeling_met_Page Submit,timer_feeling_met_Click Count,trust_metal_1,timer_trust_met_First Click,timer_trust_met_Last Click,timer_trust_met_Page Submit,timer_trust_met_Click Count,pleasant_metal_1,timer_pleasant_met_First Click,timer_pleasant_met_Last Click,timer_pleasant_met_Page Submit,timer_pleasant_met_Click Count,familiarity_metal,timer_familiarity_mt_First Click,timer_familiarity_mt_Last Click,timer_familiarity_mt_Page Submit,timer_familiarity_mt_Click Count,humanLike_toon_1,timer_humanLike_tn_First Click,timer_humanLike_tn_Last Click,timer_humanLike_tn_Page Submit,timer_humanLike_tn_Click Count,feeling_toon_1,timer_feeling_tn_First Click,timer_feeling_tn_Last Click,timer_feeling_tn_Page Submit,timer_feeling_tn_Click Count,trust_toon_1,timer_trust_tn_First Click,timer_trust_tn_Last Click,timer_trust_tn_Page Submit,timer_trust_tn_Click Count,pleasant_toon_1,timer_pleasant_tn_First Click,timer_pleasant_tn_Last Click,timer_pleasant_tn_Page Submit,timer_pleasant_tn_Click Count,familiarity_toon,timer_familiarity_tn_First Click,timer_familiarity_tn_Last Click,timer_familiarity_tn_Page Submit,timer_familiarity_tn_Click Count,humanLike_uncanny_1,timer_humanLike_uc_First Click,timer_humanLike_uc_Last Click,timer_humanLike_uc_Page Submit,timer_humanLike_uc_Click Count,feeling_uncanny_1,timer_feeling_uc_First Click,timer_feeling_uc_Last Click,timer_feeling_uc_Page Submit,timer_feeling_uc_Click Count,trust_uncanny_1,timer_trust_uc_First Click,timer_trust_uc_Last Click,timer_trust_uc_Page Submit,timer_trust_uc_Click Count,pleasant_uncanny_1,timer_pleasant_uc_First Click,timer_pleasant_uc_Last Click,timer_pleasant_uc_Page Submit,timer_pleasant_uc_Click Count,attention_uc_1,timer_attention_uc_First Click,timer_attention_uc_Last Click,timer_attention_uc_Page Submit,timer_attention_uc_Click Count,familiarity_uncanny,timer_familiarity_uc_First Click,timer_familiarity_uc_Last Click,timer_familiarity_uc_Page Submit,timer_familiarity_uc_Click Count,humanLike_human1_1,timer_humanLike_h1_First Click,timer_humanLike_h1_Last Click,timer_humanLike_h1_Page Submit,timer_humanLike_h1_Click Count,feeling_human1_1,timer_feeling_h1_First Click,timer_feeling_h1_Last Click,timer_feeling_h1_Page Submit,timer_feeling_h1_Click Count,trust_human1_1,timer_trust_h1_First Click,timer_trust_h1_Last Click,timer_trust_h1_Page Submit,timer_trust_h1_Click Count,pleasant_human1_1,timer_pleasant_h1_First Click,timer_pleasant_h1_Last Click,timer_pleasant_h1_Page Submit,timer_pleasant_h1_Click Count,familiarity_human1,timer_familiarity_h1_First Click,timer_familiarity_h1_Last Click,timer_familiarity_h1_Page Submit,timer_familiarity_h1_Click Count,humanLike_human2_1,timer_humanLike_h2_First Click,timer_humanLike_h2_Last Click,timer_humanLike_h2_Page Submit,timer_humanLike_h2_Click Count,feeling_human2_1,timer_feeling_h2_First Click,timer_feeling_h2_Last Click,timer_feeling_h2_Page Submit,timer_feeling_h2_Click Count,trust_human2_1,timer_trust_h2_First Click,timer_trust_h2_Last Click,timer_trust_h2_Page Submit,timer_trust_h2_Click Count,pleasant_human2_1,timer_pleasant_h2_First Click,timer_pleasant_h2_Last Click,timer_pleasant_h2_Page Submit,timer_pleasant_h2_Click Count,attention_h2_1,timer_attention_h2_First Click,timer_attention_h2_Last Click,timer_attention_h2_Page Submit,timer_attention_h2_Click Count,familiarity_human2,timer_familiarity_h2_First Click,timer_familiarity_h2_Last Click,timer_familiarity_h2_Page Submit,timer_familiarity_h2_Click Count,age,gender,ethnicity,state,zip,education,income,experience,feedback,timer_demographics_First Click,timer_demographics_Last Click,timer_demographics_Page Submit,timer_demographics_Click Count,fCounter,showup_fee,bonus,Completion_Code,randNum_bot,randNum_uc,randNum_human,eosText,validation_bot,validation_uc,validation_human,completedSurvey,payment,workerID,hitID,assignmentID,character,head,passedCheck,excluded
23-05-21 6:51,23-05-21 6:57,IP Address,174.212.212.171,100,350,TRUE,23-05-21 6:57,R_31F9bkZ5CiPdmnM,39.73880005,-104.9868011,anonymous,EN,A39MFDJ12I0IQ5,-100,0.733,1.768,2.548,2,-100,0.949,2.125,2.777,2,-100,0.944,2.942,3.694,3,-100,0.658,3.312,4.061,3,-25,0.751,13.401,15.258,7,No,0.749,2.403,2.969,3,-100,0.89,3.513,4.48,3,-100,0.895,3.437,4.071,3,-100,0.881,3.204,3.693,3,-100,0.811,2.112,2.774,2,No,0.808,1.708,2.794,2,-100,0.909,7.777,8.342,3,-100,0.844,1.962,2.523,2,-100,0.78,1.751,2.201,2,-100,0.761,3.879,4.484,2,No,0.793,2.9,4.186,2,-91,0.501,11.341,11.747,4,-100,0.714,2.136,2.596,2,-100,0.736,1.94,2.464,2,-100,0.757,1.803,2.381,2,-87,0.719,10.149,11.749,2,No,0.762,1.702,2.786,2,-60,1,25.318,27.263,4,-65,1.064,11.925,13.932,4,-76,0.911,5.55,6.25,3,-70,0.912,13.033,13.637,8,No,0.959,5.557,8.413,4,-46,0.687,6.813,7.494,2,-44,0.884,5.192,5.942,2,-80,0.792,6.69,7.154,4,-79,0.688,4.395,4.945,3,-100,0.977,3.456,5.125,3,No,0.78,1.402,4.24,2,32,Male,White,Washington,99111,Some college,"$40,000-$49,999",Neutral,The images were very strange,1.375,9.901,24.654,4,6,0.5,1,196594,-25,-87,-100,"You have answered all of the attention check questions correctly. Therefore, you will receive a bonus!",TRUE,TRUE,TRUE,TRUE,1.5,A39MFDJ12I0IQ5,3KG2UQJ0MJWJSL5W6UWBSB2D2N4NQW,3UXUOQ9OKF55P43LRTN2UYX4O0OA7Z,Saya,<center> <b> End of Survey </b></center>,TRUE,No
23-05-21 7:01,23-05-21 7:06,IP Address,172.58.61.58,100,292,TRUE,23-05-21 7:06,R_1Ks4ZIZcLm5TrGM,39.82940674,-104.9095001,anonymous,EN,A1ZU16GPWMCB77,-100,1.349,4.484,5.217,4,39,0.179,4.134,4.873,4,-100,2.83,4.662,5.398,3,52,3.159,4.455,5.34,2,-49,6.654,7.464,8.27,2,No,1.126,2.17,2.189,3,-57,1.156,14.023,15.083,6,-27,1.425,12.366,13.406,4,-100,1.222,8.222,9.227,6,34,1.388,2.642,4.68,2,No,1.346,6.186,6.875,5,-95,3.457,10.877,11.753,8,-100,3.436,4.791,5.514,3,-100,2.522,3.932,4.596,3,85,8.047,9.17,10.282,3,No,2.157,3.043,3.713,2,34,1.584,8.492,9.297,7,-100,2.46,4.072,4.97,3,-100,2.663,4.055,4.85,3,-100,1.872,3.263,4.159,3,-17,3.845,4.494,5.406,2,No,0.875,2.338,2.84,2,100,2.5,3.149,4.279,2,38,0.978,3.783,4.367,2,37,2.706,4.478,5.101,4,34,2.711,3.974,4.802,3,No,0.954,2.092,2.118,3,100,1.943,5.303,6.072,3,100,5.434,7.991,8.58,4,100,2.511,3.635,4.437,3,100,1.418,2.484,3.585,2,97,1.265,5.453,6.445,2,No,1.096,2.258,2.77,2,30,Female,White,Colorado,80105,4-year degree (Bachelor's),"$60,000-$69,999",Neutral,N/a,3.897,11.994,15.021,4,6,0.5,1,850404,-49,-17,97,"You have answered all of the attention check questions correctly. Therefore, you will receive a bonus!",TRUE,TRUE,TRUE,TRUE,1.5,A1ZU16GPWMCB77,3Q7TKIAPOTIZFCY6PVACFKRPEDFLDN,3QAVNHZ3ENC44PSNVNOCD3F5JKTLAJ,Saya,<center> <b> End of Survey </b></center>,TRUE,No
23-05-21 7:10,23-05-21 7:22,IP Address,65.35.180.179,100,722,TRUE,23-05-21 7:23,R_1HhOk2bX7JB68rw,27.84849548,-82.79440308,anonymous,EN,A23NL8JRP9Q0U5,-100,6.913,6.913,9.492,1,-100,9.931,9.931,11.734,1,-100,6.987,6.987,9.185,1,-100,4.549,4.549,6.449,1,45,10.263,11.713,14.316,2,No,4.326,4.326,6.651,1,-100,7.332,7.332,10.848,1,0,11.451,11.451,13.797,1,0,7.134,7.134,11.585,1,0,7.421,7.421,9.592,1,No,5.877,5.877,7.99,1,-100,5.186,5.186,7.946,1,-100,7.189,8.615,14.482,2,-100,7.371,7.371,10.277,1,-100,6.397,6.397,9.144,1,No,5.264,5.264,7.107,1,-100,6.371,6.371,8.152,1,-100,5.905,5.905,9.054,1,-100,5.031,8.95,11.258,3,-100,5.735,5.735,8.138,1,30,7.061,7.061,9.914,1,No,5.394,5.394,7.373,1,100,6.595,6.595,8.429,1,100,6.439,6.439,8.148,1,100,5.866,5.866,6.872,1,100,8.745,8.745,10.791,1,No,5.333,5.333,10.256,1,80,30.725,30.725,33.679,1,80,13.097,13.097,15.483,1,80,9.93,9.93,11.911,1,100,8.454,8.454,9.689,1,-80,14.44,14.44,21.549,1,No,8.081,8.081,10.629,1,68,Female,White,Florida,33772,Some college,"$20,000-$29,999",Extremely positive,machine-like images really looked like robots,4.2,115.889,121.731,5,6,0.5,1,365554,45,30,-80,"You have answered all of the attention check questions correctly. Therefore, you will receive a bonus!",TRUE,TRUE,TRUE,TRUE,1.5,A23NL8JRP9Q0U5,3KG2UQJ0MJWJSL5W6UWBSB2D2N4NQW,3X73LLYYQ2M92C3MD6EJ7H6Y1AJHNS,Saya,<center> <b> End of Survey </b></center>,TRUE,No
25-05-21 20:16,25-05-21 20:23,IP Address,174.59.110.130,100,400,TRUE,25-05-21 20:23,R_28T0DfgwkeG64dE,40.15510559,-76.60209656,anonymous,EN,A86CVOUIQQDFO,-80,2.883,2.883,4.036,1,21,3.127,3.127,4.434,1,22,2.635,2.635,3.695,1,8,2.601,2.601,3.322,1,92,4.004,4.004,4.818,1,No,1.554,1.554,2.804,1,-55,2.872,2.872,3.732,1,21,3.026,3.026,4.721,1,23,2.042,2.042,3.092,1,20,2.784,2.784,3.791,1,No,1.674,1.674,2.443,1,-45,7.586,7.586,8.723,1,-22,3.432,3.432,4.247,1,21,6.976,6.976,7.975,1,8,4.193,4.193,5.358,1,No,1.489,1.489,2.278,1,-31,4.5,4.5,5.76,1,-100,1.702,1.702,2.874,1,-62,1.897,1.897,2.829,1,-100,1.757,1.757,3.105,1,-4,3.33,3.33,4.494,1,No,1.424,1.424,2.649,1,84,10.278,10.278,11.871,1,21,6.077,6.077,6.812,1,24,4.739,4.739,5.887,1,29,3.502,3.502,4.368,1,No,2.71,2.71,3.992,1,100,2.207,3.339,4.897,2,51,2.349,2.349,3.086,1,53,2.453,2.453,3.173,1,64,2.003,2.003,2.648,1,76,4.953,4.953,5.868,1,No,1.529,1.529,2.894,1,39,Female,White,Pennsylvania,17022,4-year degree (Bachelor's),"$60,000-$69,999",Slightly positive,no seemed normal to me except I thought there was one more image but maybe I miss counted,3.489,10.073,44.281,2,6,0.5,1,851546,92,-4,76,"You have answered all of the attention check questions correctly. Therefore, you will receive a bonus!",TRUE,TRUE,TRUE,TRUE,1.5,A86CV0UIQQDF0,344M16OZKINUVIFRX31BYUDZJMYENX,3FPRZHYEPZF7G95W0CB8D4Z14IRV3O,Saya,<center> <b> End of Survey </b></center>,TRUE,No
25-05-21 20:23,25-05-21 20:28,IP Address,97.104.20.45,100,292,TRUE,25-05-21 20:28,R_0IA1w3XmwsIzLr3,29.48429871,-81.20420074,anonymous,EN,A2BLOLBTYSNG5J,-100,2.097,2.097,2.926,1,-4,2.338,7.088,7.813,3,-100,14.864,14.864,15.519,1,-10,6.4,8.262,8.913,3,-12,5.152,5.152,5.826,1,No,1.609,1.609,2.438,1,-87,4.741,4.741,5.97,1,0,2.946,4.889,5.258,3,-82,8.519,8.519,9.767,1,-14,5.455,5.982,6.257,2,No,3.501,3.501,4.279,1,-100,1.732,3.481,4.342,2,-14,3.485,3.485,4.693,1,-87,7.974,9.227,10.051,4,-77,2.432,2.432,5.582,1,No,24.779,25.523,25.96,2,-100,1.758,1.758,2.585,1,-100,5.38,5.38,6.165,1,-100,1.516,2.444,2.805,2,-100,1.965,2.947,3.284,2,50,3.024,6.599,7.321,4,No,1.376,1.376,2.032,1,8,2.26,5.792,6.601,6,6,7.434,7.434,7.959,1,6,1.59,1.59,2.3,1,16,1.572,3.314,3.663,3,No,1.622,1.622,2.443,1,53,2.156,2.444,3.419,2,42,2.251,2.251,2.83,1,22,1.998,2.514,2.86,2,14,1.491,2.085,2.422,2,39,4.528,4.528,5.388,1,No,1.096,1.096,2.044,1,30,Female,White,Florida,32164,4-year degree (Bachelor's),"$50,000-$59,999",Neutral,No,2.518,3.494,9.863,2,6,0.5,1,331473,-12,50,39,"You have answered all of the attention check questions correctly. Therefore, you will receive a bonus!",TRUE,TRUE,TRUE,TRUE,1.5,A2BLOLBTYSNG5J,30UZJB2POHKNVVTO4JOTLM9G1C8537,3TY7ZAOG5GSXJ6CNILFI9XQDL810KD,Saya,<center> <b> End of Survey </b></center>,TRUE,No
25-05-21 20:24,25-05-21 20:30,IP Address,73.180.219.166,100,363,TRUE,25-05-21 20:30,R_2WOqhnE8VDJqR4s,39.46150208,-77.97419739,anonymous,EN,A3KCG60100K3Y5,-100,3.218,3.218,4.686,1,-100,3.035,3.035,4.661,1,-3,8.202,8.202,9.064,1,-100,3.401,3.401,4.858,1,-9,6.169,6.169,7.443,1,No,3.801,3.801,5.158,1,-100,4.198,4.198,6.032,1,-100,4.952,4.952,6.461,1,89,11.761,14.753,15.778,2,87,5.802,5.802,7.152,1,Yes,4.242,4.242,5.4,1,87,8.692,12.944,14.733,2,94,5.727,9.425,10.155,2,89,5.103,5.103,6.069,1,93,6.014,6.014,6.953,1,No,7.947,7.947,9.516,1,-40,5.616,5.616,6.637,1,-53,3.912,5.437,6.713,2,-41,4.825,4.825,6.144,1,-41,3.862,3.862,5.434,1,-54,11.957,13.353,16.104,2,No,3.867,3.867,5.045,1,-19,4.572,4.572,5.933,1,-1,4.158,4.158,5.659,1,0,4.166,4.166,5.71,1,-26,3.184,4.367,5.523,2,No,2.833,2.833,3.909,1,82,3.681,3.681,4.699,1,56,4.748,4.748,5.926,1,72,2.791,4.345,5.148,2,96,2.555,2.555,3.48,1,58,8.369,8.369,9.504,1,Yes,5.357,5.357,6.695,1,59,Female,White,West Virginia,25401,"High school or equivalent (e.g., GED)","$30,000-$39,999",positive,"No not really, just a little creepy.",7.252,11.512,27.642,2,6,0.5,1,443663,-9,-54,58,"You have answered all of the attention check questions correctly. Therefore, you will receive a bonus!",TRUE,TRUE,TRUE,TRUE,1.5,A3KCG6O1OOK3Y5,30EV7DWJTV3KU2QQYNRO3MJT68E6YU,3I0BTBYZAYTS3B14M0G9I55OJNAY06,Saya,<center> <b> End of Survey </b></center>,TRUE,No
25-05-21 20:32,25-05-21 20:34,IP Address,71.224.170.229,100,97,TRUE,25-05-21 20:34,R_BJsCMW5GIMOShnH,40.12620544,-75.52680206,anonymous,EN,A21KF567E8ZCLO,-92,1.018,1.018,1.172,1,17,1.17,1.17,1.343,1,25,0.938,0.938,1.108,1,16,1.016,1.016,1.173,1,8,5.812,5.812,6.065,1,No,0.656,0.656,0.866,1,-27,2.94,2.94,3.178,1,53,1.424,1.9,2.067,2,100,0.905,0.905,1.063,1,100,0.744,0.744,0.867,1,No,2.626,2.626,2.975,1,-19,0.83,1.374,1.546,2,3,1.187,1.187,1.396,1,0,0.53,0.92,1.102,2,5,1.168,1.168,1.334,1,No,0.701,0.701,0.882,1,24,1.637,1.637,1.813,1,-4,1.022,1.022,1.236,1,-27,0.898,1.933,2.06,3,-100,0.775,0.775,0.916,1,-18,5.268,5.268,5.601,1,No,0.794,0.794,0.981,1,27,1.965,1.965,2.155,1,-8,0.558,2.228,2.502,2,-24,0.738,0.738,0.898,1,-29,0.857,0.857,1.074,1,No,0.695,0.695,0.922,1,46,1.53,1.53,1.8,1,60,0.76,2.634,2.794,4,64,0.868,0.868,1.014,1,62,0.858,0.858,1.116,1,46,1.024,3.315,3.534,2,No,0.679,0.679,0.847,1,21,Male,White,Pennsylvania,19475,Some college,"$150,000 or more",Extremely positive,none,1.982,3.156,5.492,2,6,0.5,1,577014,8,-18,46,"You have answered all of the attention check questions correctly. Therefore, you will receive a bonus!",TRUE,TRUE,TRUE,TRUE,1.5,A21KF567E8ZCLO,3EPG8DX9LKYU2KYB2HL0YPCH680P53,352YTHGROWLNG4TGV1ZN880YA3C4HS,Saya,<center> <b> End of Survey </b></center>,TRUE,No
25-05-21 20:34,25-05-21 20:38,IP Address,64.4.100.206,100,220,TRUE,25-05-21 20:38,R_2Vsy2wQDz8Uhst5,37.602005,-79.04599762,anonymous,EN,A1COPEOCGVLLZ2,-100,1.979,1.979,2.984,1,-100,1.664,1.664,2.623,1,-100,2.12,2.12,3.192,1,-100,1.973,1.973,3.262,1,59,5.467,9.571,10.786,3,No,2.33,6.234,7.031,3,-100,1.702,1.702,2.975,1,-100,2.565,2.565,3.65,1,-100,2.268,2.268,3.168,1,-100,2.103,2.103,3.399,1,Yes,1.455,1.455,2.389,1,-100,1.855,1.855,3.007,1,-100,1.974,1.974,2.785,1,-100,2.054,2.811,3.699,2,-100,2.161,2.161,3.137,1,No,2.495,2.495,3.569,1,21,2.406,3.699,4.501,2,-82,3.305,3.305,4.816,1,0,2.99,2.99,3.766,1,-65,2.533,2.533,3.328,1,-35,4.357,4.357,5.613,1,No,2.568,2.568,3.604,1,61,2.704,2.704,3.619,1,60,3.623,3.623,4.396,1,61,2.236,2.236,2.984,1,40,2.798,2.798,3.587,1,No,1.897,1.897,2.679,1,90,5.42,8.617,9.653,3,90,3.396,3.396,5.076,1,89,3.196,3.196,4.149,1,92,7.502,7.502,8.493,1,-15,3.532,5.502,7.478,2,No,3.44,3.44,4.527,1,40,Female,White,Virginia,22922,2-year degree (Associate's),"$10,000-$19,999",Neutral,n/a,3.39,7.204,8.955,3,6,0.5,1,869668,59,-35,-15,"You have answered all of the attention check questions correctly. Therefore, you will receive a bonus!",TRUE,TRUE,TRUE,TRUE,1.5,A1COPEOCGVLLZ2,3VW0145YLYKWOGGJZ3X2IV1RJ4KMJQ,3NKQQ8O39ZD5LMITOB7FURJUHO9DUH,Saya,<center> <b> End of Survey </b></center>,TRUE,No
25-05-21 20:36,25-05-21 20:39,IP Address,69.216.102.103,100,151,TRUE,25-05-21 20:39,R_1C9IEpYDbT7wknO,37.70449829,-122.0742035,anonymous,EN,AUQ79MANVDU9B,-100,1.082,1.082,2.437,1,0,1.744,3.932,4.359,3,5,1.064,1.451,1.684,2,2,1.18,1.18,1.573,1,83,2.105,2.105,2.631,1,No,0.736,0.971,1.51,2,-51,3.382,3.382,4.272,1,25,4.006,4.006,4.472,1,37,1.847,1.847,2.293,1,35,1.474,1.474,1.987,1,No,2.336,2.336,3.048,1,-76,2.339,2.339,2.945,1,12,1.355,1.355,1.757,1,21,1.289,1.941,2.333,2,30,1.025,1.025,1.411,1,No,0.693,0.693,1.281,1,-25,1.996,1.996,2.562,1,8,1.796,2.301,2.825,2,6,1.376,1.376,1.847,1,-4,1.265,1.265,1.643,1,99,4.681,4.681,5.879,1,No,0.865,1.32,2.144,2,60,1.496,3.502,4.272,3,49,1.73,1.73,2.173,1,62,0.977,0.977,1.468,1,55,1.103,1.103,1.583,1,No,1.182,1.182,1.751,1,80,1.48,1.48,1.923,1,32,1.268,1.268,1.688,1,64,0.892,1.793,2.157,3,50,1.05,1.05,1.445,1,53,2.9,2.9,3.724,1,No,2.613,2.613,3.242,1,32,Male,Asian or Asian American,California,94544,4-year degree (Bachelor's),"$70,000-$79,999",positive,No,2.174,6.827,9.182,3,6,0.5,1,915093,83,99,53,"You have answered all of the attention check questions correctly. Therefore, you will receive a bonus!",TRUE,TRUE,TRUE,TRUE,1.5,AUQ79MANVDU9B,3UZUVSO3P73OD0URL2MBLFOZEWOEMX,3LQ8PUHQFM0HOBSVGQ1R29AHFLGIHO,Saya,<center> <b> End of Survey </b></center>,TRUE,No
25-05-21 20:36,25-05-21 20:40,IP Address,173.91.17.128,100,257,TRUE,25-05-21 20:40,R_1gcCHwsPgif1Nc8,41.49510193,-81.46569824,anonymous,EN,A3CWEIEY3TGJFX,-90,3.749,3.749,5.192,1,0,3.055,3.055,3.863,1,0,4.35,5.289,6.765,2,20,3.881,3.881,4.93,1,-73,3.803,3.803,4.903,1,No,1.961,1.961,2.851,1,-20,4.43,4.43,5.539,1,0,3.783,3.783,4.616,1,0,2.442,2.442,3.178,1,20,2.981,2.981,3.837,1,No,1.891,1.891,2.638,1,20,7.127,7.127,8.237,1,0,2.529,4.689,6.42,2,0,4.851,4.851,5.482,1,15,5.909,5.909,6.692,1,No,4.041,4.041,4.982,1,5,4.08,13.131,14.344,3,-20,4.872,4.872,5.78,1,0,2.62,2.62,3.481,1,0,3.382,6.653,7.506,2,73,3.386,3.386,4.186,1,No,1.309,1.309,2.138,1,90,5.227,5.227,6.101,1,20,4.401,4.401,5.176,1,40,3.381,3.381,4.45,1,40,4.155,4.155,5.241,1,No,1.503,1.503,2.727,1,99,6.659,6.659,7.301,1,20,6.374,6.374,7.208,1,40,5.646,5.646,6.534,1,40,4.268,4.268,5.346,1,70,5.15,5.15,5.956,1,No,1.348,1.348,2.106,1,45,Male,White,Ohio,44124,4-year degree (Bachelor's),"$20,000-$29,999",Neutral,nothing comes to mind,4.161,5.886,10.462,2,6,0.5,1,115563,-73,73,70,"You have answered all of the attention check questions correctly. Therefore, you will receive a bonus!",TRUE,TRUE,TRUE,TRUE,1.5,A3CWEIEY3TGJFX,3VIVIU06FKK0T5WDHLC26UMR6PVMIE,39ASUFLU6YF2UWQOPBTMKG0JBIPEX1,Saya,<center> <b> End of Survey </b></center>,TRUE,No
25-05-21 20:36,25-05-21 20:42,IP Address,75.56.8.65,100,321,TRUE,25-05-21 20:42,R_1EXQHMp6AEf3JEk,29.84779358,-95.65989685,anonymous,EN,A3JW412ABV9SF,-100,3.083,3.083,6.428,1,0,9.579,9.579,10.483,1,0,5.627,5.627,6.586,1,-20,5.162,5.162,5.92,1,-76,5.159,5.159,7.222,1,No,3.422,3.422,4.608,1,-70,5.799,14.462,17.413,2,27,6.081,6.081,6.815,1,35,8.388,8.388,9.179,1,40,4.041,5.841,6.56,3,No,2.503,2.503,3.374,1,-55,5.312,5.312,6.599,1,44,5.514,5.514,6.601,1,45,3.426,3.426,4.161,1,51,2.147,5.261,5.824,2,No,1.993,1.993,2.994,1,-26,7.314,7.314,10.058,1,-50,6.534,6.534,7.468,1,-51,2.453,2.453,3.275,1,-40,2.852,2.852,3.587,1,83,6.876,6.876,8.355,1,No,2.414,2.414,3.943,1,75,11.893,11.893,18.549,1,75,9.545,9.545,10.423,1,60,5.006,5.006,5.949,1,76,4.723,4.723,5.729,1,No,3.374,3.374,7.558,1,100,2.791,2.791,3.7,1,90,9.039,9.039,9.721,1,86,3.936,3.936,4.597,1,90,3.186,3.186,3.785,1,24,1.884,5.11,5.692,2,No,2.077,2.077,3.759,1,35,Female,Black/African American,Texas,77449,Some college,"$10,000-$19,999",positive,No.,3.677,8.215,12.889,2,6,0.5,1,285790,-76,83,24,"You have answered all of the attention check questions correctly. Therefore, you will receive a bonus!",TRUE,TRUE,TRUE,TRUE,1.5,A3JW412ABV9SF,3CESM1J3EIBG5XVQJM90IPYDV0E6WV,3VFJCI1K407GHE03M7DIV1Z7NHKGRP,Saya,<center> <b> End of Survey </b></center>,TRUE,No
25-05-21 20:40,25-05-21 20:47,IP Address,73.123.179.39,100,400,TRUE,25-05-21 20:47,R_2PqhpeHBbsiyn9n,42.46090698,-71.00740051,anonymous,EN,A5P12YJP805RG,-100,2.077,2.077,3.022,1,-100,112.414,112.414,113.224,1,-33,1.891,1.891,2.629,1,-63,5.613,5.613,6.239,1,-100,1.592,1.592,2.376,1,No,1.576,1.576,2.103,1,-100,5.659,5.659,6.423,1,-20,7.946,7.946,8.542,1,-21,2.897,2.897,15.507,1,-1,4.898,4.898,5.437,1,No,3.101,3.101,3.997,1,-100,1.956,1.956,2.583,1,-18,62.743,62.743,71.545,1,-21,2.028,2.028,2.644,1,-24,2.036,2.036,2.663,1,No,4.412,4.412,5.018,1,-69,2.199,2.199,2.842,1,-45,2.693,2.693,3.88,1,-7,2.422,2.422,4.32,1,-82,2.182,2.182,2.85,1,-43,3.778,3.778,4.461,1,No,1.569,1.569,2.246,1,100,4.273,4.273,4.714,1,0,3.124,3.124,3.858,1,-6,3.447,3.447,4.034,1,6,3.313,3.313,3.872,1,No,1.943,1.943,2.693,1,100,1.583,1.583,2.802,1,4,3.198,3.198,3.834,1,-3,2.364,2.364,2.984,1,3,5.512,5.512,6.029,1,35,4.197,4.197,4.736,1,No,1.446,1.446,1.964,1,25,Male,Asian or Asian American,Massachusetts,1906,Some college,"$70,000-$79,999",positive,The morphed human robot image,2.658,5.514,16.384,2,6,0.5,1,825554,-100,-43,35,"You have answered all of the attention check questions correctly. Therefore, you will receive a bonus!",TRUE,TRUE,TRUE,TRUE,1.5,A5P12YJP805RG,3TFJJUELSHXJ9Y6KFTXWGIAYNFUC2B,3XM0HYN6NL7XLNOX3KJ5Q3EG9JKEPH,Saya,<center> <b> End of Survey </b></center>,TRUE,No
