StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,MTurkID,humanLike_bot_1,timer_humanLike_bot_First Click,timer_humanLike_bot_Last Click,timer_humanLike_bot_Page Submit,timer_humanLike_bot_Click Count,feeling_bot_1,timer_feeling_bot_First Click,timer_feeling_bot_Last Click,timer_feeling_bot_Page Submit,timer_feeling_bot_Click Count,trust_bot_1,timer_trust_bot_First Click,timer_trust_bot_Last Click,timer_trust_bot_Page Submit,timer_trust_bot_Click Count,pleasant_bot_1,timer_pleasant_bot_First Click,timer_pleasant_bot_Last Click,timer_pleasant_bot_Page Submit,timer_pleasant_bot_Click Count,attention_bot_1,timer_attention_bot_First Click,timer_attention_bot_Last Click,timer_attention_bot_Page Submit,timer_attention_bot_Click Count,familiarity_bot,timer_familiarity_bo_First Click,timer_familiarity_bo_Last Click,timer_familiarity_bo_Page Submit,timer_familiarity_bo_Click Count,humanLike_metal_1,timer_humanLike_met_First Click,timer_humanLike_met_Last Click,timer_humanLike_met_Page Submit,timer_humanLike_met_Click Count,feeling_metal_1,timer_feeling_met_First Click,timer_feeling_met_Last Click,timer_feeling_met_Page Submit,timer_feeling_met_Click Count,trust_metal_1,timer_trust_met_First Click,timer_trust_met_Last Click,timer_trust_met_Page Submit,timer_trust_met_Click Count,pleasant_metal_1,timer_pleasant_met_First Click,timer_pleasant_met_Last Click,timer_pleasant_met_Page Submit,timer_pleasant_met_Click Count,familiarity_metal,timer_familiarity_mt_First Click,timer_familiarity_mt_Last Click,timer_familiarity_mt_Page Submit,timer_familiarity_mt_Click Count,humanLike_toon_1,timer_humanLike_tn_First Click,timer_humanLike_tn_Last Click,timer_humanLike_tn_Page Submit,timer_humanLike_tn_Click Count,feeling_toon_1,timer_feeling_tn_First Click,timer_feeling_tn_Last Click,timer_feeling_tn_Page Submit,timer_feeling_tn_Click Count,trust_toon_1,timer_trust_tn_First Click,timer_trust_tn_Last Click,timer_trust_tn_Page Submit,timer_trust_tn_Click Count,pleasant_toon_1,timer_pleasant_tn_First Click,timer_pleasant_tn_Last Click,timer_pleasant_tn_Page Submit,timer_pleasant_tn_Click Count,familiarity_toon,timer_familiarity_tn_First Click,timer_familiarity_tn_Last Click,timer_familiarity_tn_Page Submit,timer_familiarity_tn_Click Count,humanLike_uncanny_1,timer_humanLike_uc_First Click,timer_humanLike_uc_Last Click,timer_humanLike_uc_Page Submit,timer_humanLike_uc_Click Count,feeling_uncanny_1,timer_feeling_uc_First Click,timer_feeling_uc_Last Click,timer_feeling_uc_Page Submit,timer_feeling_uc_Click Count,trust_uncanny_1,timer_trust_uc_First Click,timer_trust_uc_Last Click,timer_trust_uc_Page Submit,timer_trust_uc_Click Count,pleasant_uncanny_1,timer_pleasant_uc_First Click,timer_pleasant_uc_Last Click,timer_pleasant_uc_Page Submit,timer_pleasant_uc_Click Count,attention_uc_1,timer_attention_uc_First Click,timer_attention_uc_Last Click,timer_attention_uc_Page Submit,timer_attention_uc_Click Count,familiarity_uncanny,timer_familiarity_uc_First Click,timer_familiarity_uc_Last Click,timer_familiarity_uc_Page Submit,timer_familiarity_uc_Click Count,humanLike_human1_1,timer_humanLike_h1_First Click,timer_humanLike_h1_Last Click,timer_humanLike_h1_Page Submit,timer_humanLike_h1_Click Count,feeling_human1_1,timer_feeling_h1_First Click,timer_feeling_h1_Last Click,timer_feeling_h1_Page Submit,timer_feeling_h1_Click Count,trust_human1_1,timer_trust_h1_First Click,timer_trust_h1_Last Click,timer_trust_h1_Page Submit,timer_trust_h1_Click Count,pleasant_human1_1,timer_pleasant_h1_First Click,timer_pleasant_h1_Last Click,timer_pleasant_h1_Page Submit,timer_pleasant_h1_Click Count,familiarity_human1,timer_familiarity_h1_First Click,timer_familiarity_h1_Last Click,timer_familiarity_h1_Page Submit,timer_familiarity_h1_Click Count,humanLike_human2_1,timer_humanLike_h2_First Click,timer_humanLike_h2_Last Click,timer_humanLike_h2_Page Submit,timer_humanLike_h2_Click Count,feeling_human2_1,timer_feeling_h2_First Click,timer_feeling_h2_Last Click,timer_feeling_h2_Page Submit,timer_feeling_h2_Click Count,trust_human2_1,timer_trust_h2_First Click,timer_trust_h2_Last Click,timer_trust_h2_Page Submit,timer_trust_h2_Click Count,pleasant_human2_1,timer_pleasant_h2_First Click,timer_pleasant_h2_Last Click,timer_pleasant_h2_Page Submit,timer_pleasant_h2_Click Count,attention_h2_1,timer_attention_h2_First Click,timer_attention_h2_Last Click,timer_attention_h2_Page Submit,timer_attention_h2_Click Count,familiarity_human2,timer_familiarity_h2_First Click,timer_familiarity_h2_Last Click,timer_familiarity_h2_Page Submit,timer_familiarity_h2_Click Count,age,gender,ethnicity,state,zip,education,income,experience,feedback,timer_demographics_First Click,timer_demographics_Last Click,timer_demographics_Page Submit,timer_demographics_Click Count,fCounter,showup_fee,bonus,Completion_Code,randNum_bot,randNum_uc,randNum_human,eosText,validation_bot,validation_uc,validation_human,completedSurvey,payment,workerID,hitID,assignmentID,character,head,passedCheck,excluded
27-04-21 22:51,27-04-21 22:59,IP Address,73.129.64.39,100,430,TRUE,27-04-21 22:59,R_3e4QaZhdp3wMicU,39.44270325,-77.55419922,anonymous,EN,COPA1TY6AX46YM4CN,-100,3.821,3.821,5.322,1,20,15.338,15.338,16.274,1,0,2.096,2.096,4.521,1,20,6.688,6.688,7.917,1,-70,6.767,6.767,9.003,1,No,6.628,6.628,9.86,1,-20,10.08,24.601,26.283,3,20,7.473,12.048,13.224,3,0,10.317,10.317,11.353,1,60,9.882,9.882,10.862,1,No,6.143,6.143,7.6,1,60,5.403,5.403,8.996,1,-20,5.902,16.729,17.641,2,-20,4.45,4.45,6.117,1,-80,7.3,7.3,9.058,1,No,3.585,3.585,5.158,1,-80,7.642,7.642,9.028,1,-43,5.407,5.6,8.003,2,0,5.093,5.611,6.799,2,-64,6.154,6.154,7.099,1,-73,6.163,6.163,8.399,1,No,2.837,2.837,4.005,1,-40,6.148,6.148,7.618,1,40,5.456,5.456,6.913,1,0,3.623,3.623,4.733,1,40,5.758,5.758,6.64,1,No,2.418,2.418,3.707,1,100,4.485,4.485,5.826,1,100,6.118,6.118,7.869,1,0,5.651,5.651,6.913,1,100,3.617,3.617,4.955,1,-18,5.12,5.12,6.939,1,No,5.965,5.965,7.096,1,42,Female,White,Maryland,21769,Graduate or professional degree,"$150,000 or more",Neutral,The images were strange when they were part robot and part human.,6.201,14.109,41.102,2,6,0.5,1,643218,-70,-73,-18,"You have answered all of the attention check questions correctly. Therefore, you will receive a bonus!",TRUE,TRUE,TRUE,TRUE,1.5,A1TY6AX46YM4CN,31J7RYECZLY5NHIU92QHEIQGOSNL1V,39N5ACM9HFVGQRXGV93JYPD5FINP9Q,Sophia,<center> <b> End of Survey </b></center>,TRUE,No
27-04-21 23:13,27-04-21 23:21,IP Address,108.12.26.66,100,442,TRUE,27-04-21 23:21,R_vCgoxAC8Bh6LMf7,43.15710449,-76.32800293,anonymous,EN,AJ3EONH51AOMC,-100,3.896,3.896,5.004,1,8,14.727,14.727,15.633,1,-20,6.075,6.075,7.643,1,40,6.426,6.426,7.403,1,-94,8.232,8.232,10.617,1,No,4.287,4.287,5.376,1,-100,3.287,3.287,4.457,1,5,5.427,5.427,6.411,1,2,3.354,3.354,4.278,1,23,3.957,3.957,4.683,1,No,3.731,3.731,8.716,1,8,6.115,6.115,7.354,1,8,4.973,4.973,6.175,1,12,4.766,4.766,5.766,1,30,6.604,6.604,8.188,1,No,3.02,3.02,4.271,1,-40,12.067,12.067,13.096,1,-61,9.107,9.107,10.066,1,-70,5.326,10.26,11.595,2,-62,5.099,5.099,6.021,1,4,8.956,8.956,11.476,1,No,5.781,5.781,6.885,1,91,4.776,4.776,5.411,1,49,3.516,3.516,5.091,1,62,3.285,3.285,4.058,1,25,4.063,4.063,5.336,1,No,3.029,3.029,5.147,1,100,5.604,5.604,6.408,1,38,4.055,4.055,5.069,1,63,3.369,3.369,4.079,1,72,3.233,3.233,4.613,1,4,6.009,6.009,7.026,1,No,3.253,3.253,4.404,1,59,Female,White,New York,13027,Graduate or professional degree,"$100,000-$149,999",positive,"The first image was strange, doctored somehow, perhaps a bad attempt at making a machine look human",3.709,76.789,84.527,3,6,0.5,1,660322,-94,4,4,"You have answered all of the attention check questions correctly. Therefore, you will receive a bonus!",TRUE,TRUE,TRUE,TRUE,1.5,AJ3EONH51AOMC,3QTFNPMJC6QS6D6NTQFOJ4EH620NZO,33IZTU6J82934FV6Q6DR9X4Y95PSXW,Saya,<center> <b> End of Survey </b></center>,TRUE,No
28-04-21 0:16,28-04-21 0:24,IP Address,97.88.103.245,100,469,TRUE,28-04-21 0:24,R_rlScjqKgwhTBHaN,38.19819641,-92.67140198,anonymous,EN,A2IWHEC3DD2IWJ,-60,0.698,3.27,4.899,4,-17,1.034,12.55,13.768,2,15,1.457,2.937,3.439,2,13,0.808,2.958,3.501,3,-6,1.743,4.491,5.343,2,No,1.059,1.4,1.942,2,-42,1.078,3.417,4.013,4,28,85.898,88.727,89.278,4,-3,0.795,2.061,2.602,2,14,0.751,1.907,2.553,2,No,0.842,1.101,1.601,2,-49,0.403,0.932,1.632,2,29,1.119,2.753,3.398,2,8,0.824,8.05,8.589,6,32,1.501,3.203,3.732,2,No,1.091,1.474,1.864,2,-12,1.59,4.776,5.5,2,6,1.214,3.73,4.262,3,-14,0.978,5.233,5.727,2,-6,1.029,6.234,6.825,3,92,1.013,9.27,10.033,2,Yes,0.873,4.002,5.401,2,-10,2.22,5.135,5.545,5,-4,24.39,29.962,30.352,5,-9,0.881,3.039,3.344,4,0,1.265,3.463,4.137,2,Yes,1.692,2.05,2.757,2,48,0.925,3.868,4.483,4,15,0.94,2.594,3.129,2,19,0.901,3.449,3.998,2,48,4.557,5.548,5.946,2,34,0.915,21.005,21.823,9,Yes,1.148,1.901,2.464,2,40,Male,White,Missouri,65026,"High school or equivalent (e.g., GED)","$50,000-$59,999",Slightly positive,No,2.58,5.601,7.227,4,6,0.5,1,204200,-6,92,34,"You have answered all of the attention check questions correctly. Therefore, you will receive a bonus!",TRUE,TRUE,TRUE,TRUE,1.5,A2IWHEC3DD2IWJ,3TRB893CSJI3CBJVNRAA20CLVXQG76,3FIUS151DWAPSORP6WJ6WXL0I4AGGJ,Sophia,<center> <b> End of Survey </b></center>,TRUE,No
28-04-21 0:53,28-04-21 0:58,IP Address,69.146.15.81,100,272,TRUE,28-04-21 0:58,R_3LXSxz5zriGt7lA,45.668396,-111.2422028,anonymous,EN,A37WZ8YCGFKJ1J,-100,1.363,2.261,4.064,2,100,1.745,1.745,2.736,1,72,3.05,3.05,3.656,1,100,1.748,1.748,2.971,1,-10,3.551,3.551,4.553,1,No,1.31,1.31,2.753,1,-100,1.064,3.548,4.465,7,-38,3.268,3.268,4.017,1,28,1.134,2.901,3.696,5,45,1.741,1.741,2.216,1,No,1.116,1.116,1.749,1,-100,4.654,4.654,5.549,1,44,1.345,3.284,3.933,3,37,1.552,1.552,2.236,1,22,1.431,3.725,4.018,3,No,1.452,1.452,2.47,1,-100,7.002,7.002,8.51,1,-40,2.727,2.727,3.444,1,-59,2.189,2.189,2.857,1,-100,3.276,3.276,4.506,1,-82,1.712,6.918,8.094,2,Yes,2.759,2.759,4.411,1,-100,2.388,2.388,3.274,1,-43,3.256,3.256,4.047,1,-55,1.846,1.846,2.634,1,-65,1.154,2.254,3.268,4,Yes,2.358,3.189,6.376,2,48,2.354,5.257,5.862,3,31,2.927,2.927,3.644,1,28,2.884,2.884,3.57,1,48,2.086,6.367,7.099,6,-24,4.78,4.78,5.886,1,No,3.676,3.676,5.32,1,24,Male,White,Montana,59718,Some college,"$70,000-$79,999",positive,uncanny valley freaks me out.,2.768,4.083,20.369,2,6,0.5,1,254723,-10,-82,-24,"You have answered all of the attention check questions correctly. Therefore, you will receive a bonus!",TRUE,TRUE,TRUE,TRUE,1.5,A37WZ8YCGFKJ1J,3YO4AH2FPDSG7PDP5OUDHZ60T650QX,3VJ40NV2QJVHP6UTEFVL0P9RZKCTOV,Sophia,<center> <b> End of Survey </b></center>,TRUE,No
28-04-21 0:53,28-04-21 1:00,IP Address,50.49.217.206,100,442,TRUE,28-04-21 1:00,R_r8d6LA5zaJ1t7Et,41.52999878,-74.25289917,anonymous,EN,A1V5VJE32G7HDE,-100,2.437,2.437,4.406,1,70,10.138,10.138,10.876,1,61,4.078,6.326,7.356,3,62,4.578,4.578,5.949,1,-82,5.901,5.901,8.193,1,No,2.081,2.081,3.672,1,-81,4.461,4.461,5.859,1,-6,11.201,11.201,12.983,1,19,4.556,4.556,5.512,1,21,7.096,7.096,8.122,1,No,2.304,2.304,3.373,1,-71,8.157,24.83,25.846,6,0,4.985,4.985,6.809,1,21,6.753,9.717,10.668,3,20,4.501,4.501,5.201,1,No,2.262,2.262,3.819,1,5,5.74,13.207,14.701,4,-20,3.756,3.756,5.285,1,0,2.901,2.901,4.359,1,-20,3.353,3.806,4.885,2,-35,5.148,5.148,6.44,1,No,2.261,2.261,3.431,1,20,3.363,3.363,5.298,1,0,4.29,4.29,6.369,1,-10,7.285,7.285,8.333,1,-20,7.551,7.551,8.654,1,No,1.936,1.936,3.359,1,30,13.903,27.887,29.879,2,0,5.008,5.008,6.603,1,39,8.87,14.748,15.622,2,30,6.572,6.572,7.75,1,-14,5.777,5.777,7.539,1,No,5.048,5.048,6.717,1,50,Female,White,,10940,Some college,"$30,000-$39,999",positive,The more human looking the robot the creepier it seemed.,2.427,19.643,24.396,4,6,0.5,1,223144,-82,-35,-14,"You have answered all of the attention check questions correctly. Therefore, you will receive a bonus!",TRUE,TRUE,TRUE,TRUE,1.5,A1V5VJE32G7HDE,3QQUBC64ZEM31I68S8R3MJY6Y2RNXG,34T446B1C1MF080ZQ8YKLED5DVZ0CW,Sophia,<center> <b> End of Survey </b></center>,TRUE,No
28-04-21 0:53,28-04-21 1:02,IP Address,73.93.143.25,100,493,TRUE,28-04-21 1:02,R_2ty5QWGGbt8ywvx,37.95770264,-122.0756989,anonymous,EN,A1GR4JB3DODIQ1,-100,3.128,4.271,5.171,2,0,3.551,5.047,7.034,2,0,1.647,5.066,6.002,4,20,6.476,7.569,8.448,2,66,7.375,9.046,11.561,2,No,1.902,1.902,2.601,1,-100,2.93,4.413,5.474,2,0,4.459,5.892,6.701,2,0,1.786,3.436,4.125,2,20,3.101,4.102,5.542,2,No,2.987,2.987,3.852,1,-60,13.547,25.266,26.98,5,0,4.86,9.039,9.705,3,0,5.666,7.093,8.078,2,40,3.057,8.937,10.017,2,No,4.783,4.783,7.919,1,0,6.344,7.568,8.591,2,-40,6.262,7.398,8.202,2,0,3.371,4.542,5.417,2,0,2.991,4.474,5.6,2,-79,2.992,8.001,10.918,2,No,2.785,2.785,3.5,1,80,14.387,15.394,16.001,2,100,4.136,4.98,5.88,2,0,2.256,3.74,4.584,2,100,3.29,3.852,4.568,2,No,3.512,3.512,4.359,1,80,4.447,5.713,7.3,2,100,4.004,4.871,5.725,2,0,2.199,3.316,4.274,2,100,6.159,7.898,8.755,3,88,5.277,6.825,7.989,2,No,1.05,1.05,2.031,1,52,Other,White,California,95482,Some college,"$20,000-$29,999",positive,"The one where it looked part human & part robot, was a little disturbing",3.562,81.418,88.372,6,6,0.5,1,110168,66,-79,88,"You have answered all of the attention check questions correctly. Therefore, you will receive a bonus!",TRUE,TRUE,TRUE,TRUE,1.5,A1GR4JB3DODIQ1,3ZQA3IO31BZDT2LRMU696ZUAJXSO1F,3UJ1CZ6IZIXU2WBWK0UWHEDEG6W5SG,Kid,<center> <b> End of Survey </b></center>,TRUE,No
28-04-21 1:02,28-04-21 1:11,IP Address,174.23.159.121,100,504,TRUE,28-04-21 1:11,R_10MEbUR7sAavdIT,40.62359619,-111.9679031,anonymous,EN,A2FCZB4PR7R2MF,-98,4.315,4.315,12.241,1,-50,5.453,5.453,9.329,1,10,4.747,4.747,8.218,1,-35,6.461,10.522,12.776,2,87,9.461,9.461,13.556,1,No,2.811,2.811,6.919,1,-85,6.776,18.227,20.874,2,30,6.053,6.053,8.733,1,25,8.151,8.151,10.947,1,35,5.769,5.769,8.83,1,No,3.814,3.814,5.977,1,-65,10.129,10.129,12.548,1,40,6.705,10.461,12.215,2,35,5.802,5.802,7.34,1,45,9.262,9.262,10.567,1,No,5.221,5.221,7.168,1,-50,4.441,4.441,7.423,1,-45,6.15,12.247,13.22,2,-25,9.012,9.012,9.974,1,-30,7.016,7.016,9.001,1,-59,6.195,6.195,9.388,1,No,2.473,2.473,3.382,1,70,6.184,6.184,7.966,1,20,10.351,18.728,19.938,3,50,6.086,6.086,7.897,1,35,7.086,7.086,9.835,1,No,2.32,2.32,3.955,1,35,11.738,22.074,27.59,2,20,10.501,10.501,16.965,1,60,11.693,11.693,14.59,1,30,6.071,6.071,11.259,1,61,7.14,7.14,9.435,1,No,4.001,4.001,7.541,1,26,Female,White,Utah,84095,2-year degree (Associate's),"$80,000-$89,999",Slightly positive,N/A,4.497,5.902,9.268,2,6,0.5,1,783391,87,-59,61,"You have answered all of the attention check questions correctly. Therefore, you will receive a bonus!",TRUE,TRUE,TRUE,TRUE,1.5,A2FCZB4PR7R2MF,3SBX2M1TKDVX6DVQOPHFT2WDAI9Q4R,37UEWGM5HUGJDZA04OSFOEV1IO9R1X,Alter,<center> <b> End of Survey </b></center>,TRUE,No
28-04-21 1:48,28-04-21 1:53,IP Address,76.187.6.65,100,273,TRUE,28-04-21 1:53,R_Rs2mKabFInqL32x,32.85450745,-96.59909821,anonymous,EN,A2IVGLOBFOT67M,15,10.054,10.054,11.158,1,5,5.056,5.056,6.31,1,-19,3.982,5.286,6.446,3,-6,4.722,4.722,5.999,1,13,4.884,4.884,6.101,1,No,3.924,3.924,4.737,1,20,3.101,6.973,7.961,2,5,3.891,3.891,5.034,1,-4,2.808,2.808,3.852,1,0,1.96,1.96,3.272,1,No,1.451,1.451,2.208,1,30,8.112,9,9.609,2,-10,3.982,3.982,5.207,1,-20,4.255,4.255,5.191,1,-16,2.181,2.181,3.135,1,No,1.635,1.635,2.332,1,61,2.335,2.335,3.39,1,-40,2.042,2.428,3.577,2,-9,3.592,4.408,5.455,3,-15,2.367,5.423,6.09,4,-34,3.533,3.533,5.502,1,Yes,1.507,1.507,2.291,1,81,2.2,4.39,5.553,4,5,4.365,4.365,5.136,1,3,2.887,2.887,4.165,1,-7,2.481,2.481,3.183,1,No,1.289,1.289,3.037,1,93,5.535,10.223,11.157,2,21,2.587,2.955,3.663,2,5,3.218,4.101,5.032,3,10,2.392,2.392,3.185,1,65,4.596,4.596,6.174,1,No,1.339,1.339,2.247,1,30,Female,White,Texas,75043,4-year degree (Bachelor's),"$40,000-$49,999",positive,It kind of looked like a picture of a real person was superimposed onto a robot in those last few images.,2.186,4.274,26.367,3,6,0.5,1,564829,13,-34,65,"You have answered all of the attention check questions correctly. Therefore, you will receive a bonus!",TRUE,TRUE,TRUE,TRUE,1.5,A2IVGLOBFOT67M,32PT7WK7DMNIZ88HJP6CJYX8D4CD3E,354P56DE9LB9P0PF8T9TFYRA7DZ7S7,Sophia,<center> <b> End of Survey </b></center>,TRUE,No
28-04-21 1:48,28-04-21 1:55,IP Address,173.170.193.236,100,379,TRUE,28-04-21 1:55,R_Z4WIPixdUetDzvb,28.40789795,-82.53980255,anonymous,EN,A3OYUJ6E6BJS4H,-100,2.195,3.347,5.631,2,-95,3.713,3.713,7.342,1,-95,3.204,3.204,5.911,1,-95,3.266,3.266,9.093,1,-44,8.982,8.982,12.88,1,No,2.621,2.621,4.932,1,-97,3.237,5.728,7.097,2,-73,3.056,3.056,5.518,1,-65,3.625,3.625,5.432,1,-80,3.153,3.153,5.429,1,No,2.403,2.403,4.708,1,-100,5.529,5.529,7.725,1,-62,3.75,3.75,5.583,1,-84,4.199,4.199,6.61,1,-32,3.407,3.407,5.852,1,No,4.218,4.218,5.943,1,-45,4.107,4.107,7.318,1,-79,5.382,5.382,7.926,1,-88,3.614,3.614,5.45,1,-51,5.117,5.117,7.126,1,-34,5.801,5.801,9.475,1,No,2.134,2.134,3.478,1,-30,4.701,4.701,6.353,1,-54,3.774,3.774,4.869,1,-59,4.468,4.468,6.186,1,-26,2.773,2.773,4.933,1,No,2.272,2.272,3.986,1,24,8.752,8.752,11.265,1,41,6.905,6.905,9.803,1,64,7.14,7.14,8.174,1,73,4.614,4.614,5.844,1,86,9.958,9.958,17.344,1,No,4.493,4.493,8.455,1,53,Male,White,Florida,34610,2-year degree (Associate's),"$70,000-$79,999",positive,None.,4.048,9.064,13.648,2,6,0.5,1,804430,-44,-34,86,"You have answered all of the attention check questions correctly. Therefore, you will receive a bonus!",TRUE,TRUE,TRUE,TRUE,1.5,A3OYUJ6E6BJS4H,3XT3KXP24Z6Y42BLU55LHYP5F0MI6R,3QECW5O0KI9VHWOB90ZMRJ90IQI5TF,Sophia,<center> <b> End of Survey </b></center>,TRUE,No
28-04-21 1:51,28-04-21 1:55,IP Address,67.160.114.168,100,251,TRUE,28-04-21 1:55,R_1OBSHdvBTHhlNHk,47.63560486,-122.3605042,anonymous,EN,A1TA30P0NOOGE2,-100,3.293,3.293,4.229,1,-100,2.801,2.801,3.995,1,-100,3.156,3.156,4.01,1,-100,2.8,2.8,4.855,1,-56,6.19,6.19,7.576,1,No,2.156,2.156,3.124,1,-83,3.437,3.437,4.541,1,-79,2.72,2.72,3.699,1,-84,2.136,2.724,4.23,2,-85,2.692,3.32,5.273,2,No,2.281,2.281,3.762,1,-30,2.44,2.44,3.508,1,-16,2.338,2.338,3.609,1,3,4.431,4.431,6.152,1,8,4.199,4.199,5.378,1,No,1.998,1.998,3.036,1,-82,3.835,3.835,4.995,1,-68,2.656,2.656,3.651,1,-80,2.083,2.083,3.35,1,-71,4.725,4.725,5.914,1,77,5.615,5.615,6.31,1,No,2.237,2.237,3.63,1,81,6.808,7.309,8.187,2,-38,4.168,4.168,5.681,1,-39,2.429,3.154,4.169,2,-53,2.58,2.58,3.559,1,No,5.104,5.104,6.417,1,63,2.56,2.56,3.891,1,-34,3.097,4.05,5.385,2,-32,3.36,3.36,4.367,1,-31,3.595,4.054,5.31,2,95,7.109,7.109,8.049,1,No,2.489,2.489,3.765,1,35,Male,Asian or Asian American,Washington,98122,4-year degree (Bachelor's),"$30,000-$39,999",positive,no,2.009,5.576,10.342,2,6,0.5,1,883984,-56,77,95,"You have answered all of the attention check questions correctly. Therefore, you will receive a bonus!",TRUE,TRUE,TRUE,TRUE,1.5,A1TA30P0NOOGE2,30Z7M1Q8UYS62YBBBWA6KEXD8N78AZ,3M81GAB8A1RKEWDST6W4P0Y58F5QBN,Alter,<center> <b> End of Survey </b></center>,TRUE,No
28-04-21 1:55,28-04-21 2:00,IP Address,172.58.228.142,100,312,TRUE,28-04-21 2:00,R_w0g0yYaPb88xoOZ,40.85470581,-73.92179871,anonymous,EN,A2ST86YP0N2X5J,-100,0.621,2.516,3.055,3,-41,2.675,3.168,3.91,2,-31,0.741,2.218,2.976,3,-62,0.559,2.038,2.549,3,-7,1.409,11.391,12.278,5,No,0.75,1.508,1.808,3,-94,1.576,2.38,3.349,2,-59,0.727,2.512,3.035,4,23,0.655,3.285,4.215,2,-25,0.793,2.037,3.543,3,No,0.726,1.036,1.962,2,-79,4.219,5.462,6.411,2,-63,0.727,2.104,2.613,2,-26,0.762,2.292,2.775,2,-85,0.741,2.175,3.329,2,No,0.725,1.134,2.071,2,-41,0.71,3.845,3.858,4,-44,0.662,2.138,2.617,3,-28,0.573,2.074,2.804,3,-63,2.518,4.12,5.026,3,80,0.681,4.978,5.822,3,No,0.15,1.217,1.979,3,63,57.457,59.284,59.69,4,31,0.688,2.982,3.875,4,23,0.814,3.064,3.591,3,20,0.655,1.766,2.729,2,No,0.902,1.264,1.709,2,-13,0.995,4.016,4.845,4,-31,0.944,3.996,5.213,3,12,1.114,5.601,6.676,6,-36,0.945,5.048,5.069,4,94,0.906,4.685,5.15,3,No,1.01,1.678,2.082,2,36,Female,Asian or Asian American,New York,11365,Graduate or professional degree,"$90,000-$99,999",Slightly positive,No,1.296,5.352,15.042,6,6,0.5,1,760607,-7,80,94,"You have answered all of the attention check questions correctly. Therefore, you will receive a bonus!",TRUE,TRUE,TRUE,TRUE,1.5,A2ST86YP0N2X5J,30Z7M1Q8UYS62YBBBWA6KEXD8N78AZ,3VP0C6EFSH4NN5Y55M8FXBS8KDY6MW,Saya,<center> <b> End of Survey </b></center>,TRUE,No
28-04-21 1:57,28-04-21 2:04,IP Address,98.189.45.210,100,406,TRUE,28-04-21 2:04,R_1CvhUymLGlNOyDY,33.7328949,-118.295105,anonymous,EN,A20ASMCESA51U4,-95,4.839,9.465,10.635,3,-57,3.934,4.792,5.584,2,-27,5.441,6.346,7.118,2,100,4.1,6.002,6.953,3,13,8.78,13.887,14.849,2,No,3.8,3.8,5.151,1,88,2.322,3.228,4.036,2,18,4,5.809,6.645,3,38,1.9,3.967,4.855,3,17,2.982,3.962,4.795,2,No,3.5,3.5,4.744,1,27,1.392,3.678,4.624,3,15,3.324,4.45,5.201,2,0,2.489,6.033,6.957,2,17,1.9,7.674,8.7,2,No,2.5,2.5,3.962,1,49,1.501,5.342,6.57,4,13,3.425,4.435,5.259,2,32,2.678,3.651,4.629,2,23,5.56,6.823,7.662,2,-74,15.212,39.121,40.136,10,No,1.802,6.989,7.639,4,100,1.962,18.426,19.524,4,76,3.965,4.798,5.589,2,74,1.201,2.933,3.722,3,89,1.518,2.327,3.229,2,No,2.201,3.389,4.304,2,100,2.018,3.37,4.195,2,94,2.072,3.094,3.913,2,91,1.7,3.703,4.597,3,94,1.9,3.856,4.762,3,83,4.464,14.5,15.401,3,No,2.8,2.8,4.185,1,58,Male,White,California,92691,"High school or equivalent (e.g., GED)","Less than $10,000",Extremely positive,No,3.2,17.591,18.473,8,6,0.5,1,871528,13,-74,83,"You have answered all of the attention check questions correctly. Therefore, you will receive a bonus!",TRUE,TRUE,TRUE,TRUE,1.5,A20ASMCESA51U4,3GVPRXWRPH2H82PQDFADNCP1AB6I7Q,35H6S234SB8PFYDZDNRTG9HMYI8565,Kid,<center> <b> End of Survey </b></center>,TRUE,No
